image_name,image_type
5830.png,h_bar
14969.png,pie
8266.png,h_bar
multi_col_20284.png,v_bar
17493.png,line
8507.png,h_bar
79649027000353.png,h_bar
78456754000570.png,h_bar
9255.png,h_bar
4659.png,h_bar
multi_col_1312.png,v_bar
42306777011359.png,line
two_col_101343.png,pie
multi_col_20418.png,v_bar
two_col_43120.png,v_bar
multi_col_20496.png,line
multi_col_1536.png,line
multi_col_1343.png,line
multi_col_100870.png,h_bar
11086.png,pie
two_col_2055.png,line
multi_col_998.png,line
2190.png,h_bar
92594370001042.png,h_bar
40465131005314.png,h_bar
multi_col_20129.png,v_bar
two_col_81161.png,pie
10099.png,h_bar
50412829004244.png,h_bar
36217687004306.png,line
multi_col_20125.png,line
11470406002147.png,line
12662.png,pie
67626600001652.png,h_bar
14203215005497.png,h_bar
11150.png,pie
1335.png,h_bar
multi_col_60357.png,v_bar
1492.png,pie
10129.png,h_bar
26767847002300.png,line
11714.png,pie
multi_col_20538.png,v_bar
multi_col_1098.png,h_bar
06315654000894.png,h_bar
11646.png,pie
11767.png,line
9325.png,h_bar
94762172006566.png,line
1181.png,h_bar
41586287015169.png,h_bar
OECD_INVESTMENT_BY_SECTOR_AUS_CHL_CRI_ITA_ZAF_000130.png,line
2068.png,h_bar
15687.png,line
two_col_22383.png,line
multi_col_695.png,v_bar
9982.png,h_bar
OECD_NATIONAL_AREA_DISTRIBUTION_LTU_SVK_000000.png,v_bar
multi_col_417.png,line
42751487002690.png,line
8201.png,h_bar
multi_col_918.png,v_bar
9932.png,h_bar
7437.png,pie
1214.png,h_bar
1306.png,h_bar
54178947008273.png,h_bar
8298.png,h_bar
7430.png,pie
29435929004257.png,h_bar
17797.png,line
multi_col_100631.png,v_bar
47590222000243.png,line
two_col_21909.png,pie
3841.png,h_bar
multi_col_954.png,h_bar
multi_col_657.png,h_bar
